subid,trial_type,trial,total_fixation,order,trial_num,lab,stimulus,looking_time,MovieStart,MovieEnd,TrialTime,total_trial_time,trial_error,trial_error_type,notes
MB6_S12,ADS,ADS1,5.92,3,7,irl-concordia,NA,NA,02:07.582,02:13.532,00:05.950,5.950,error,experimenter ended trial too early,
MB6_S12,ADS,ADS2,2.35,3,11,irl-concordia,NA,NA,03:19.341,03:27.643,00:08.302,8.302,noerror,NA,
MB6_S12,ADS,ADS3,1.22,3,9,irl-concordia,NA,NA,02:38.628,02:50.395,00:11.767,11.767,error,trial should have ended earlier,
MB6_S12,ADS,ADS4,3.31,3,14,irl-concordia,NA,NA,04:04.076,04:22.129,00:18.053,18.053,error,experimenter began trial too early,
MB6_S12,ADS,ADS5,7.38,3,4,irl-concordia,NA,NA,01:07.216,01:25.269,00:18.053,18.053,error,trial should have ended earlier,
MB6_S12,ADS,ADS6,1.62,3,16,irl-concordia,NA,NA,04:44.427,04:57.577,00:13.150,13.150,error,trial should have ended earlier,
MB6_S12,ADS,ADS7,5.7,3,5,irl-concordia,NA,NA,01:28.173,01:46.225,00:18.052,18.052,error,trial should have ended earlier,
MB6_S12,ADS,ADS8,0.86,3,18,irl-concordia,NA,NA,05:17.803,05:29.697,00:11.894,11.894,error,trial should have ended earlier,
MB6_S12,IDS,IDS1,9.67,3,8,irl-concordia,NA,NA,02:16.144,02:34.198,00:18.054,18.054,error,trial should have ended earlier,
MB6_S12,IDS,IDS2,3.5,3,12,irl-concordia,NA,NA,03:33.824,03:41.162,00:07.338,7.338,error,experimenter ended trial too early,
MB6_S12,IDS,IDS3,18.06,3,10,irl-concordia,NA,NA,02:58.350,03:16.407,00:18.057,18.057,noerror,NA,
MB6_S12,IDS,IDS4,1.73,3,13,irl-concordia,NA,NA,03:47.217,03:55.722,00:08.505,8.505,error,trial should have ended earlier,
MB6_S12,IDS,IDS5,17.43,3,3,irl-concordia,NA,NA,00:46.354,01:04.414,00:18.060,18.060,noerror,NA,
MB6_S12,IDS,IDS6,11.69,3,15,irl-concordia,NA,NA,04:24.549,04:42.601,00:18.052,18.052,error,trial should have ended earlier,
MB6_S12,IDS,IDS7,0,3,6,irl-concordia,NA,NA,01:47.157,01:52.788,00:05.631,5.631,error,experimenter began trial too early,
MB6_S12,IDS,IDS8,1.11,3,17,irl-concordia,NA,NA,05:03.523,05:14.504,00:10.981,10.981,error,trial should have ended earlier,
MB6_S12,training,train1,18.07,3,1,irl-concordia,NA,NA,00:05.646,00:23.715,00:18.069,18.069,noerror,NA,
MB6_S12,training,train2,18.04,3,2,irl-concordia,NA,NA,00:26.003,00:44.056,00:18.053,18.053,noerror,NA,
MB6_S13,ADS,ADS1,3.03,3,7,irl-concordia,NA,NA,01:20.006,01:27.225,00:07.219,7.219,error,experimenter began trial too early,
MB6_S13,ADS,ADS2,1.38,3,11,irl-concordia,NA,NA,02:05.124,02:10.305,00:05.181,5.181,noerror,NA,
MB6_S13,ADS,ADS3,3.71,3,9,irl-concordia,NA,NA,01:42.974,01:50.329,00:07.355,7.355,error,experimenter ended trial too early,
MB6_S13,ADS,ADS4,0.8,3,14,irl-concordia,NA,NA,02:34.762,02:39.720,00:04.958,4.958,noerror,NA,
MB6_S13,ADS,ADS5,3.56,3,4,irl-concordia,NA,NA,00:48.016,00:56.290,00:08.274,8.274,noerror,NA,
MB6_S13,ADS,ADS6,2.97,3,16,irl-concordia,NA,NA,02:57.027,03:05.416,00:08.389,8.389,noerror,NA,
MB6_S13,ADS,ADS7,3.8,3,5,irl-concordia,NA,NA,00:59.356,01:06.249,00:06.893,6.893,error,experimenter ended trial too early,
MB6_S13,ADS,ADS8,2.67,3,18,irl-concordia,NA,NA,03:23.386,03:28.424,00:05.038,5.038,error,experimenter ended trial too early,
MB6_S13,IDS,IDS1,2.07,3,8,irl-concordia,NA,NA,01:32.342,01:38.809,00:06.467,6.467,error,experimenter began trial too early,
MB6_S13,IDS,IDS2,0.93,3,12,irl-concordia,NA,NA,02:14.398,02:19.377,00:04.979,4.979,noerror,NA,
MB6_S13,IDS,IDS3,1.05,3,10,irl-concordia,NA,NA,01:55.117,02:00.937,00:05.820,5.820,error,experimenter ended trial too early,
MB6_S13,IDS,IDS4,0.64,3,13,irl-concordia,NA,NA,02:23.031,02:28.488,00:05.457,5.457,noerror,NA,
MB6_S13,IDS,IDS5,17.85,3,3,irl-concordia,NA,NA,00:25.608,00:43.663,00:18.055,18.055,noerror,NA,
MB6_S13,IDS,IDS6,0.78,3,15,irl-concordia,NA,NA,02:47.689,02:52.560,00:04.871,4.871,noerror,NA,
MB6_S13,IDS,IDS7,5.15,3,6,irl-concordia,NA,NA,01:08.962,01:18.161,00:09.199,9.199,noerror,NA,
MB6_S13,IDS,IDS8,0.58,3,17,irl-concordia,NA,NA,03:09.709,03:15.584,00:05.875,5.875,error,experimenter began trial too early,
MB6_S13,training,train1,3.28,3,1,irl-concordia,NA,NA,00:05.699,00:13.082,00:07.383,7.383,noerror,NA,
MB6_S13,training,train2,2.03,3,2,irl-concordia,NA,NA,00:16.704,00:22.850,00:06.146,6.146,noerror,NA,
MB6_S14,ADS,ADS1,1.96,4,8,irl-concordia,NA,NA,01:40.911,01:47.045,00:06.134,6.134,noerror,NA,
MB6_S14,ADS,ADS2,3.26,4,12,irl-concordia,NA,NA,02:41.751,02:51.805,00:10.054,10.054,noerror,NA,
MB6_S14,ADS,ADS3,1.3,4,10,irl-concordia,NA,NA,02:07.882,02:15.069,00:07.187,7.187,noerror,NA,
MB6_S14,ADS,ADS4,0,4,13,irl-concordia,NA,NA,02:55.837,03:04.044,00:08.207,8.207,error,experimenter began trial too early,
MB6_S14,ADS,ADS5,4.46,4,3,irl-concordia,NA,NA,00:29.051,00:39.349,00:10.298,10.298,noerror,NA,
MB6_S14,ADS,ADS6,1.08,4,15,irl-concordia,NA,NA,03:17.755,03:23.972,00:06.217,6.217,noerror,NA,
MB6_S14,ADS,ADS7,6.73,4,6,irl-concordia,NA,NA,01:08.820,01:21.349,00:12.529,12.529,noerror,NA,
MB6_S14,ADS,ADS8,3.39,4,17,irl-concordia,NA,NA,03:53.429,04:01.580,00:08.151,8.151,noerror,NA,
MB6_S14,IDS,IDS1,2.42,4,7,irl-concordia,NA,NA,01:28.133,01:37.197,00:09.064,9.064,noerror,NA,
MB6_S14,IDS,IDS2,2.73,4,11,irl-concordia,NA,NA,02:18.349,02:33.421,00:15.072,15.072,noerror,NA,
MB6_S14,IDS,IDS3,1.88,4,9,irl-concordia,NA,NA,01:55.585,02:02.908,00:07.323,7.323,noerror,NA,
MB6_S14,IDS,IDS4,1.17,4,14,irl-concordia,NA,NA,03:08.961,03:14.540,00:05.579,5.579,noerror,NA,
MB6_S14,IDS,IDS5,3.77,4,4,irl-concordia,NA,NA,00:42.490,00:51.621,00:09.131,9.131,noerror,NA,
MB6_S14,IDS,IDS6,4.15,4,16,irl-concordia,NA,NA,03:35.598,03:50.148,00:14.550,14.550,noerror,NA,
MB6_S14,IDS,IDS7,1.6,4,5,irl-concordia,NA,NA,00:55.668,01:04.181,00:08.513,8.513,noerror,NA,
MB6_S14,IDS,IDS8,0,4,18,irl-concordia,NA,NA,04:09.221,04:15.036,00:05.815,5.815,error,experimenter began trial too early,
MB6_S14,training,train1,3.06,4,2,irl-concordia,NA,NA,00:17.191,00:24.102,00:06.911,6.911,noerror,NA,
MB6_S14,training,train2,3.47,4,1,irl-concordia,NA,NA,00:04.315,00:11.661,00:07.346,7.346,noerror,NA,
MB6_S15,ADS,ADS1,9.88,1,4,irl-concordia,NA,NA,00:48.340,01:04.341,00:16.001,16.001,noerror,NA,
MB6_S15,ADS,ADS2,7.06,1,6,irl-concordia,NA,NA,01:27.833,01:45.045,00:17.212,17.212,noerror,NA,
MB6_S15,ADS,ADS3,2.37,1,7,irl-concordia,NA,NA,01:48.517,01:55.637,00:07.120,7.120,noerror,NA,
MB6_S15,ADS,ADS4,1.05,1,10,irl-concordia,NA,NA,02:51.013,02:59.587,00:08.574,8.574,error,experimenter began trial too early,
MB6_S15,ADS,ADS5,5.72,1,11,irl-concordia,NA,NA,03:13.309,03:23.547,00:10.238,10.238,error,trial should have ended earlier,
MB6_S15,ADS,ADS6,1.1,1,13,irl-concordia,NA,NA,03:43.262,03:50.691,00:07.429,7.429,error,experimenter began trial too early,
MB6_S15,ADS,ADS7,1.4,1,16,irl-concordia,NA,NA,04:36.043,04:40.490,00:04.447,4.447,noerror,NA,
MB6_S15,ADS,ADS8,0.35,1,17,irl-concordia,NA,NA,05:06.986,05:10.961,00:03.975,3.975,noerror,NA,
MB6_S15,IDS,IDS1,12.72,1,3,irl-concordia,NA,NA,00:29.398,00:47.441,00:18.043,18.043,noerror,NA,
MB6_S15,IDS,IDS2,11.03,1,5,irl-concordia,NA,NA,01:08.274,01:23.125,00:14.851,14.851,noerror,NA,
MB6_S15,IDS,IDS3,9.14,1,8,irl-concordia,NA,NA,02:18.329,02:33.004,00:14.675,14.675,noerror,NA,
MB6_S15,IDS,IDS4,4.75,1,9,irl-concordia,NA,NA,02:36.627,02:48.236,00:11.609,11.609,noerror,NA,
MB6_S15,IDS,IDS5,1.88,1,12,irl-concordia,NA,NA,03:27.476,03:33.707,00:06.231,6.231,error,experimenter began trial too early,
MB6_S15,IDS,IDS6,1.28,1,14,irl-concordia,NA,NA,04:07.294,04:15.210,00:07.916,7.916,error,experimenter began trial too early,
MB6_S15,IDS,IDS7,4.69,1,15,irl-concordia,NA,NA,04:19.195,04:26.866,00:07.671,7.671,error,experimenter ended trial too early,
MB6_S15,IDS,IDS8,2.39,1,18,irl-concordia,NA,NA,05:13.704,05:19.857,00:06.153,6.153,noerror,NA,
MB6_S15,training,train1,7.24,1,1,irl-concordia,NA,NA,00:04.277,00:16.214,00:11.937,11.937,noerror,NA,
MB6_S15,training,train2,3.22,1,2,irl-concordia,NA,NA,00:19.508,00:25.830,00:06.322,6.322,noerror,NA,
MB6_S16,ADS,ADS1,8.83,2,3,irl-concordia,NA,NA,00:35.462,00:48.939,00:13.477,13.477,noerror,NA,
MB6_S16,ADS,ADS2,3.41,2,5,irl-concordia,NA,NA,01:02.816,01:10.010,00:07.194,7.194,noerror,NA,
MB6_S16,ADS,ADS3,3.43,2,8,irl-concordia,NA,NA,01:37.737,01:44.314,00:06.577,6.577,noerror,NA,
MB6_S16,ADS,ADS4,1.15,2,9,irl-concordia,NA,NA,01:48.010,01:53.498,00:05.488,5.488,noerror,NA,
MB6_S16,ADS,ADS5,5.74,2,12,irl-concordia,NA,NA,02:17.266,02:25.945,00:08.679,8.679,noerror,NA,
MB6_S16,ADS,ADS6,2.42,2,14,irl-concordia,NA,NA,02:40.852,02:46.889,00:06.037,6.037,error,experimenter ended trial too early,
MB6_S16,ADS,ADS7,3.74,2,15,irl-concordia,NA,NA,02:49.188,03:01.009,00:11.821,11.821,error,experimenter ended trial too early,
MB6_S16,ADS,ADS8,3.89,2,18,irl-concordia,NA,NA,03:41.216,03:49.360,00:08.144,8.144,noerror,NA,
MB6_S16,IDS,IDS1,3.21,2,4,irl-concordia,NA,NA,00:51.990,00:59.666,00:07.676,7.676,noerror,NA,
MB6_S16,IDS,IDS2,2,2,6,irl-concordia,NA,NA,01:13.713,01:20.530,00:06.817,6.817,noerror,NA,
MB6_S16,IDS,IDS3,5.71,2,7,irl-concordia,NA,NA,01:23.564,01:33.778,00:10.214,10.214,noerror,NA,
MB6_S16,IDS,IDS4,2.61,2,10,irl-concordia,NA,NA,01:57.422,02:03.882,00:06.460,6.460,noerror,NA,
MB6_S16,IDS,IDS5,2.4,2,11,irl-concordia,NA,NA,02:06.979,02:14.057,00:07.078,7.078,noerror,NA,
MB6_S16,IDS,IDS6,2.49,2,13,irl-concordia,NA,NA,02:30.985,02:37.209,00:06.224,6.224,error,experimenter ended trial too early,
MB6_S16,IDS,IDS7,9.25,2,16,irl-concordia,NA,NA,03:05.312,03:23.360,00:18.048,18.048,noerror,NA,
MB6_S16,IDS,IDS8,6.51,2,17,irl-concordia,NA,NA,03:26.755,03:38.656,00:11.901,11.901,error,experimenter began trial too early,
MB6_S16,training,train1,2.4,2,2,irl-concordia,NA,NA,00:22.788,00:30.307,00:07.519,7.519,noerror,NA,
MB6_S16,training,train2,10.94,2,1,irl-concordia,NA,NA,00:04.866,00:19.771,00:14.905,14.905,noerror,NA,
MB6_S17,ADS,ADS1,1,NA,NA,NA,NA,NA,00:51.788,01:09.835,00:18.047,18.047,,,
MB6_S17,IDS,IDS1,2,NA,NA,NA,NA,NA,01:45.291,01:57.085,00:11.794,11.794,,,
MB6_S17,ADS,ADS2,3,NA,NA,NA,NA,NA,02:29.339,02:29.972,00:00.633,0.633,,,
MB6_S17,IDS,IDS2,4,NA,NA,NA,NA,NA,02:35.328,02:53.395,00:18.067,18.067,,,
MB6_S17,IDS,IDS3,5,NA,NA,NA,NA,NA,03:45.690,04:03.725,00:18.035,18.035,,,
MB6_S17,ADS,ADS3,6,NA,NA,NA,NA,NA,04:29.001,04:47.043,00:18.042,18.042,,,
MB6_S17,ADS,ADS4,7,NA,NA,NA,NA,NA,04:52.244,05:01.059,00:08.815,8.815,,,
MB6_S17,IDS,IDS4,8,NA,NA,NA,NA,NA,05:33.545,05:40.339,00:06.794,6.794,,,
MB6_S17,IDS,IDS5,9,NA,NA,NA,NA,NA,01:15.872,01:33.897,00:18.025,18.025,,,
MB6_S17,ADS,ADS5,10,NA,NA,NA,NA,NA,02:01.084,02:07.692,00:06.608,6.608,,,
MB6_S17,IDS,IDS6,11,NA,NA,NA,NA,NA,02:10.267,02:28.298,00:18.031,18.031,,,
MB6_S17,ADS,ADS6,12,NA,NA,NA,NA,NA,02:55.812,03:13.864,00:18.052,18.052,,,
MB6_S17,ADS,ADS7,13,NA,NA,NA,NA,NA,03:23.970,03:42.014,00:18.044,18.044,,,
MB6_S17,IDS,IDS7,14,NA,NA,NA,NA,NA,04:04.747,04:21.780,00:17.033,17.033,,,
MB6_S17,IDS,IDS8,15,NA,NA,NA,NA,NA,05:05.300,05:12.427,00:07.127,7.127,,,
MB6_S17,ADS,ADS8,16,NA,NA,NA,NA,NA,05:14.653,05:31.619,00:16.966,16.966,,,
MB6_S17,training,train2,-2,NA,NA,NA,NA,NA,00:31.868,00:48.445,00:16.577,16.577,,,
MB6_S17,training,train1,-1,NA,NA,NA,NA,NA,00:10.563,00:28.609,00:18.046,18.046,,,
MB6_S18,ADS,ADS1,12.59,4,8,irl-concordia,NA,NA,02:15.324,02:33.364,00:18.040,18.040,error,trial should have ended earlier,
MB6_S18,ADS,ADS2,1.83,4,12,irl-concordia,NA,NA,03:34.271,03:39.944,00:05.673,5.673,error,experimenter ended trial too early,
MB6_S18,ADS,ADS3,13.48,4,10,irl-concordia,NA,NA,02:58.576,03:16.597,00:18.021,18.021,error,experimenter began trial too early,
MB6_S18,ADS,ADS4,2.05,4,13,irl-concordia,NA,NA,03:44.038,03:49.472,00:05.434,5.434,error,trial should have ended earlier,
MB6_S18,ADS,ADS5,16.27,4,3,irl-concordia,NA,NA,00:46.994,01:05.033,00:18.039,18.039,noerror,NA,
MB6_S18,ADS,ADS6,1.79,4,15,irl-concordia,NA,NA,04:13.959,04:19.319,00:05.360,5.360,noerror,NA,
MB6_S18,ADS,ADS7,15.49,4,6,irl-concordia,NA,NA,01:32.370,01:50.412,00:18.042,18.042,noerror,NA,
MB6_S18,ADS,ADS8,2.08,4,17,irl-concordia,NA,NA,04:34.837,04:42.047,00:07.210,7.210,noerror,NA,
MB6_S18,IDS,IDS1,13.67,4,7,irl-concordia,NA,NA,01:53.419,02:11.456,00:18.037,18.037,noerror,NA,
MB6_S18,IDS,IDS2,4.6,4,11,irl-concordia,NA,NA,03:21.368,03:30.464,00:09.096,9.096,noerror,NA,
MB6_S18,IDS,IDS3,7.77,4,9,irl-concordia,NA,NA,02:36.719,02:54.616,00:17.897,17.897,noerror,NA,
MB6_S18,IDS,IDS4,11.12,4,14,irl-concordia,NA,NA,03:52.462,04:10.498,00:18.036,18.036,noerror,NA,
MB6_S18,IDS,IDS5,2.18,4,4,irl-concordia,NA,NA,01:08.221,01:14.720,00:06.499,6.499,noerror,NA,
MB6_S18,IDS,IDS6,2.16,4,16,irl-concordia,NA,NA,04:23.871,04:31.119,00:07.248,7.248,noerror,NA,
MB6_S18,IDS,IDS7,7.83,4,5,irl-concordia,NA,NA,01:16.985,01:28.480,00:11.495,11.495,noerror,NA,
MB6_S18,IDS,IDS8,1.02,4,18,irl-concordia,NA,NA,04:46.599,04:52.311,00:05.712,5.712,error,experimenter began trial too early,
MB6_S18,training,train1,17.04,4,2,irl-concordia,NA,NA,00:25.816,00:53.851,00:28.035,28.035,noerror,NA,
MB6_S18,training,train2,16.64,4,1,irl-concordia,NA,NA,00:03.926,00:21.978,00:18.052,18.052,noerror,NA,
MB6_S19,ADS,ADS1,2.37,4,8,irl-concordia,NA,NA,01:37.036,01:42.360,00:05.324,5.324,noerror,NA,
MB6_S19,ADS,ADS2,2.42,4,12,irl-concordia,NA,NA,02:21.115,02:27.063,00:05.948,5.948,noerror,NA,
MB6_S19,ADS,ADS3,3.26,4,10,irl-concordia,NA,NA,01:54.857,02:00.616,00:05.759,5.759,noerror,NA,
MB6_S19,ADS,ADS4,2.34,4,13,irl-concordia,NA,NA,02:30.657,02:36.935,00:06.278,6.278,noerror,NA,
MB6_S19,ADS,ADS5,5.57,4,3,irl-concordia,NA,NA,00:43.469,00:52.512,00:09.043,9.043,noerror,NA,
MB6_S19,ADS,ADS6,2.45,4,15,irl-concordia,NA,NA,02:50.649,02:56.639,00:05.990,5.990,noerror,NA,
MB6_S19,ADS,ADS7,3.29,4,6,irl-concordia,NA,NA,01:16.610,01:24.160,00:07.550,7.550,noerror,NA,
MB6_S19,ADS,ADS8,12.72,4,17,irl-concordia,NA,NA,03:40.491,03:58.102,00:17.611,17.611,noerror,NA,
MB6_S19,IDS,IDS1,3.01,4,7,irl-concordia,NA,NA,01:27.517,01:33.688,00:06.171,6.171,noerror,NA,
MB6_S19,IDS,IDS2,4.56,4,11,irl-concordia,NA,NA,02:08.020,02:17.343,00:09.323,9.323,noerror,NA,
MB6_S19,IDS,IDS3,2.15,4,9,irl-concordia,NA,NA,01:45.776,01:51.128,00:05.352,5.352,noerror,NA,
MB6_S19,IDS,IDS4,2.33,4,14,irl-concordia,NA,NA,02:41.694,02:47.775,00:06.081,6.081,noerror,NA,
MB6_S19,IDS,IDS5,3.75,4,4,irl-concordia,NA,NA,00:56.521,01:03.512,00:06.991,6.991,noerror,NA,
MB6_S19,IDS,IDS6,15.47,4,16,irl-concordia,NA,NA,03:18.230,03:36.293,00:18.063,18.063,noerror,NA,
MB6_S19,IDS,IDS7,2.9,4,5,irl-concordia,NA,NA,01:06.994,01:12.928,00:05.934,5.934,noerror,NA,
MB6_S19,IDS,IDS8,1.35,4,18,irl-concordia,NA,NA,04:01.892,04:07.446,00:05.554,5.554,noerror,NA,
MB6_S19,training,train1,9.7,4,2,irl-concordia,NA,NA,00:24.917,00:39.441,00:14.524,14.524,noerror,NA,
MB6_S19,training,train2,7.97,4,1,irl-concordia,NA,NA,00:06.529,00:19.209,00:12.680,12.680,noerror,NA,
MB6_S20,ADS,ADS1,5.75,3,7,irl-concordia,NA,NA,02:01.721,02:11.104,00:09.383,9.383,noerror,NA,
MB6_S20,ADS,ADS2,10.22,3,11,irl-concordia,NA,NA,03:08.512,03:26.561,00:18.049,18.049,error,trial should have ended earlier,
MB6_S20,ADS,ADS3,14.06,3,9,irl-concordia,NA,NA,02:28.139,02:46.191,00:18.052,18.052,noerror,NA,
MB6_S20,ADS,ADS4,15.17,3,14,irl-concordia,NA,NA,04:13.000,04:31.035,00:18.035,18.035,noerror,NA,
MB6_S20,ADS,ADS5,5.43,3,4,irl-concordia,NA,NA,01:14.652,01:24.312,00:09.660,9.660,noerror,NA,
MB6_S20,ADS,ADS6,13.4,3,16,irl-concordia,NA,NA,04:44.922,05:02.966,00:18.044,18.044,noerror,NA,
MB6_S20,ADS,ADS7,15.38,3,5,irl-concordia,NA,NA,01:27.558,01:45.601,00:18.043,18.043,noerror,NA,
MB6_S20,ADS,ADS8,0.27,3,18,irl-concordia,NA,NA,05:25.003,05:39.918,00:14.915,14.915,noerror,NA,
MB6_S20,IDS,IDS1,6.88,3,8,irl-concordia,NA,NA,02:13.279,02:23.936,00:10.657,10.657,noerror,NA,
MB6_S20,IDS,IDS2,9.44,3,12,irl-concordia,NA,NA,03:27.513,03:43.079,00:15.566,15.566,error,experimenter ended trial too early,
MB6_S20,IDS,IDS3,11.37,3,10,irl-concordia,NA,NA,02:49.753,03:03.855,00:14.102,14.102,noerror,NA,
MB6_S20,IDS,IDS4,14.71,3,13,irl-concordia,NA,NA,03:49.425,04:07.464,00:18.039,18.039,noerror,NA,
MB6_S20,IDS,IDS5,15.75,3,3,irl-concordia,NA,NA,00:53.378,01:11.423,00:18.045,18.045,noerror,NA,
MB6_S20,IDS,IDS6,3.38,3,15,irl-concordia,NA,NA,04:34.299,04:41.655,00:07.356,7.356,noerror,NA,
MB6_S20,IDS,IDS7,4.6,3,6,irl-concordia,NA,NA,01:48.710,01:58.768,00:10.058,10.058,noerror,NA,
MB6_S20,IDS,IDS8,3.11,3,17,irl-concordia,NA,NA,05:03.918,05:21.504,00:09.603,9.603,error,trial should have ended earlier,
MB6_S20,training,train1,16.24,3,1,irl-concordia,NA,NA,00:09.603,00:27.638,00:31.842,31.842,noerror,NA,
MB6_S20,training,train2,17.75,3,2,irl-concordia,NA,NA,00:31.842,00:49.871,00:18.029,18.029,noerror,NA,
MB6_S21,ADS,ADS1,11.19,4,8,irl-concordia,NA,NA,02:11.015,02:29.064,00:18.049,18.049,error,trial should have ended earlier,
MB6_S21,ADS,ADS2,1.05,4,12,irl-concordia,NA,NA,03:12.760,03:18.706,00:05.946,5.946,noerror,NA,
MB6_S21,ADS,ADS3,3.54,4,10,irl-concordia,NA,NA,02:45.506,02:53.538,00:08.032,8.032,noerror,NA,
MB6_S21,ADS,ADS4,2.03,4,13,irl-concordia,NA,NA,03:22.158,03:28.218,00:06.060,6.060,noerror,NA,
MB6_S21,ADS,ADS5,17.42,4,3,irl-concordia,NA,NA,00:47.378,01:05.425,00:18.047,18.047,noerror,NA,
MB6_S21,ADS,ADS6,2.09,4,15,irl-concordia,NA,NA,03:48.577,03:54.585,00:06.008,6.008,noerror,NA,
MB6_S21,ADS,ADS7,5.8,4,6,irl-concordia,NA,NA,01:47.241,01:56.155,00:08.914,8.914,noerror,NA,
MB6_S21,ADS,ADS8,1.83,4,17,irl-concordia,NA,NA,04:23.302,04:31.777,00:08.475,8.475,noerror,NA,
MB6_S21,IDS,IDS1,5.4,4,7,irl-concordia,NA,NA,01:58.754,02:07.387,00:08.633,8.633,noerror,NA,
MB6_S21,IDS,IDS2,8.44,4,11,irl-concordia,NA,NA,02:56.947,03:08.706,00:11.759,11.759,noerror,NA,
MB6_S21,IDS,IDS3,5.08,4,9,irl-concordia,NA,NA,02:34.096,02:42.634,00:08.538,8.538,noerror,NA,
MB6_S21,IDS,IDS4,9.24,4,14,irl-concordia,NA,NA,03:31.161,03:45.146,00:13.985,13.985,noerror,NA,
MB6_S21,IDS,IDS5,11.92,4,4,irl-concordia,NA,NA,01:09.231,01:27.091,00:17.860,17.860,noerror,NA,
MB6_S21,IDS,IDS6,0,4,16,irl-concordia,NA,NA,04:12.366,04:19.345,00:06.979,6.979,error,experimenter began trial too early,
MB6_S21,IDS,IDS7,7.61,4,5,irl-concordia,NA,NA,01:31.365,01:43.235,00:11.870,11.870,noerror,NA,
MB6_S21,IDS,IDS8,18.02,4,18,irl-concordia,NA,NA,04:35.268,04:53.309,00:18.041,18.041,noerror,NA,
MB6_S21,training,train1,12.32,4,2,irl-concordia,NA,NA,00:27.712,00:43.571,00:15.859,15.859,noerror,NA,skipped attention-getter
MB6_S21,training,train2,17.47,4,1,irl-concordia,NA,NA,00:08.807,00:26.860,00:18.053,18.053,noerror,NA,
MB6_S22,ADS,ADS1,2.48,4,8,irl-concordia,NA,NA,01:48.580,01:54.216,00:05.636,5.636,error,experimenter began trial too early,
MB6_S22,ADS,ADS2,4.06,4,12,irl-concordia,NA,NA,02:36.311,02:44.679,00:08.368,8.368,noerror,NA,
MB6_S22,ADS,ADS3,5.39,4,10,irl-concordia,NA,NA,02:14.604,02:22.983,00:08.379,8.379,noerror,NA,
MB6_S22,ADS,ADS4,2.23,4,13,irl-concordia,NA,NA,02:54.329,02:58.120,00:03.791,3.791,error,experimenter ended trial too early,
MB6_S22,ADS,ADS5,13.17,4,3,irl-concordia,NA,NA,00:34.620,00:52.664,00:18.044,18.044,noerror,NA,
MB6_S22,ADS,ADS6,2.67,4,15,irl-concordia,NA,NA,03:15.712,03:33.756,00:18.044,18.044,error,trial should have ended earlier,
MB6_S22,ADS,ADS7,4.63,4,6,irl-concordia,NA,NA,01:26.808,01:35.352,00:08.544,8.544,noerror,NA,
MB6_S22,ADS,ADS8,1.14,4,17,irl-concordia,NA,NA,03:43.515,03:52.143,00:08.628,8.628,noerror,NA,
MB6_S22,IDS,IDS1,3.72,4,7,irl-concordia,NA,NA,01:38.016,01:45.408,00:07.392,7.392,noerror,NA,
MB6_S22,IDS,IDS2,0.02,4,11,irl-concordia,NA,NA,02:27.784,02:33.536,00:05.752,5.752,noerror,NA,
MB6_S22,IDS,IDS3,6.5,4,9,irl-concordia,NA,NA,01:59.311,02:10.064,00:10.753,10.753,error,trial should have ended earlier,
MB6_S22,IDS,IDS4,5.99,4,14,irl-concordia,NA,NA,03:00.580,03:12.352,00:11.772,11.772,noerror,NA,
MB6_S22,IDS,IDS5,5.1,4,4,irl-concordia,NA,NA,00:56.415,01:05.857,00:09.442,9.442,noerror,NA,
MB6_S22,IDS,IDS6,0,4,16,irl-concordia,NA,NA,03:34.784,03:36.431,00:01.647,1.647,error,experimenter began trial too early,baby was squirming; skipped attention-getter
MB6_S22,IDS,IDS7,7.28,4,5,irl-concordia,NA,NA,01:10.689,01:23.712,00:13.023,13.023,noerror,NA,
MB6_S22,IDS,IDS8,0.62,4,18,irl-concordia,NA,NA,03:54.763,04:06.055,00:11.292,11.292,noerror,NA,
MB6_S22,training,train1,6.91,4,2,irl-concordia,NA,NA,00:20.845,00:31.225,00:10.380,10.380,noerror,NA,
MB6_S22,training,train2,7.38,4,1,irl-concordia,NA,NA,00:07.871,00:18.369,00:10.498,10.498,noerror,NA,
MB6_S23,ADS,ADS1,1.75,2,3,irl-concordia,NA,NA,00:32.198,00:40.838,00:08.640,8.640,noerror,NA,
MB6_S23,ADS,ADS2,2.39,2,5,irl-concordia,NA,NA,01:03.530,01:10.567,00:07.037,7.037,noerror,NA,skipped attention-getter
MB6_S23,ADS,ADS3,0.95,2,8,irl-concordia,NA,NA,01:46.314,01:51.749,00:05.435,5.435,noerror,NA,
MB6_S23,ADS,ADS4,0,2,9,irl-concordia,NA,NA,01:57.484,02:02.405,00:04.921,4.921,error,experimenter began trial too early,
MB6_S23,ADS,ADS5,0.98,2,12,irl-concordia,NA,NA,02:30.222,02:39.676,00:09.454,9.454,noerror,NA,
MB6_S23,ADS,ADS6,1.35,2,14,irl-concordia,NA,NA,02:50.657,03:00.092,00:09.435,9.435,noerror,NA,
MB6_S23,ADS,ADS7,3.92,2,15,irl-concordia,NA,NA,03:03.172,03:11.012,00:07.840,7.840,noerror,NA,
MB6_S23,ADS,ADS8,2.45,2,18,irl-concordia,NA,NA,03:42.871,03:50.963,00:08.092,8.092,noerror,NA,
MB6_S23,IDS,IDS1,4.97,2,4,irl-concordia,NA,NA,00:44.490,01:02.535,00:18.045,18.045,error,experimenter began trial too early; trial should have ended earlier,
